resp_MR_easy_2.keys,resp_MR_easy_2.corr,resp_MR_easy_2.rt,space_perehod_MRtrain.keys,space_perehod_MRtrain.rt,training_MR.thisRepN,training_MR.thisTrialN,training_MR.thisN,training_MR.thisIndex,training_MR.ran,train_stim,train_base,train_correctAns,Индивидуальный_код,date,expName,psychopyVersion,OS,frameRate,key_resp_SE_2.keys,key_resp_SE_2.corr,key_resp_SE_2.rt,space_perehod_STtrain.keys,space_perehod_STtrain.rt,train_sternberg.thisRepN,train_sternberg.thisTrialN,train_sternberg.thisN,train_sternberg.thisIndex,train_sternberg.ran,resp1_2.text,resp2_2.text,resp3_2.text,mouse_MSe_2.x,mouse_MSe_2.y,mouse_MSe_2.leftButton,mouse_MSe_2.midButton,mouse_MSe_2.rightButton,mouse_MSe_2.time,mouse_MSe_2.clicked_name,train_MS.thisRepN,train_MS.thisTrialN,train_MS.thisN,train_MS.thisIndex,train_MS.ran,train_noun1,train_noun2,train_noun3,slider.response,tlx_training.thisRepN,tlx_training.thisTrialN,tlx_training.thisN,tlx_training.thisIndex,tlx_training.ran,head,question,left,right,noun1,noun2,noun3,noun4,noun5,noun6,noun7,task_type,task_level,T/Q,resp1_MSh.text,resp2_MSh.text,resp3_MSh.text,resp4_MSh.text,resp5_MSh.text,resp6_MSh.text,resp7_MSh.text,MS_hard.thisRepN,MS_hard.thisTrialN,MS_hard.thisN,MS_hard.thisIndex,MS_hard.ran,nasa_tlx_loop_MSh.thisRepN,nasa_tlx_loop_MSh.thisTrialN,nasa_tlx_loop_MSh.thisN,nasa_tlx_loop_MSh.thisIndex,nasa_tlx_loop_MSh.ran,MSh.thisRepN,MSh.thisTrialN,MSh.thisN,MSh.thisIndex,MSh.ran,all.thisRepN,all.thisTrialN,all.thisN,all.thisIndex,all.ran,E_rotation,M_rotation,H_rotation,E_span,M_span,H_span,E_Sternberg,M_Sternberg,H_Sternberg,base_position,correctAns,base_pic,rotated_pic,Z,resp_MR_easy.keys,resp_MR_easy.corr,resp_MR_easy.rt,space_perehod_MRe.keys,space_perehod_MRe.rt,MR_easy_loop.thisRepN,MR_easy_loop.thisTrialN,MR_easy_loop.thisN,MR_easy_loop.thisIndex,MR_easy_loop.ran,nasa_tlx_loop_MRe.thisRepN,nasa_tlx_loop_MRe.thisTrialN,nasa_tlx_loop_MRe.thisN,nasa_tlx_loop_MRe.thisIndex,nasa_tlx_loop_MRe.ran,MRe.thisRepN,MRe.thisTrialN,MRe.thisN,MRe.thisIndex,MRe.ran,sequence,target_present,control,key_resp_SM.keys,key_resp_SM.corr,key_resp_SM.rt,space_perehod_SM.keys,space_perehod_SM.rt,sternberg_medium_loop.thisRepN,sternberg_medium_loop.thisTrialN,sternberg_medium_loop.thisN,sternberg_medium_loop.thisIndex,sternberg_medium_loop.ran,nasa_tlx_loop_Sm.thisRepN,nasa_tlx_loop_Sm.thisTrialN,nasa_tlx_loop_Sm.thisN,nasa_tlx_loop_Sm.thisIndex,nasa_tlx_loop_Sm.ran,Sm.thisRepN,Sm.thisTrialN,Sm.thisN,Sm.thisIndex,Sm.ran,resp1_MSm.text,resp2_MSm.text,resp3_MSm.text,resp4_MSm.text,resp5_MSm.text,MS_medium.thisRepN,MS_medium.thisTrialN,MS_medium.thisN,MS_medium.thisIndex,MS_medium.ran,nasa_tlx_loop_MSm.thisRepN,nasa_tlx_loop_MSm.thisTrialN,nasa_tlx_loop_MSm.thisN,nasa_tlx_loop_MSm.thisIndex,nasa_tlx_loop_MSm.ran,MSm.thisRepN,MSm.thisTrialN,MSm.thisN,MSm.thisIndex,MSm.ran,resp1.text,resp2.text,resp3.text,MS_easy.thisRepN,MS_easy.thisTrialN,MS_easy.thisN,MS_easy.thisIndex,MS_easy.ran,nasa_tlx_loop_MSe.thisRepN,nasa_tlx_loop_MSe.thisTrialN,nasa_tlx_loop_MSe.thisN,nasa_tlx_loop_MSe.thisIndex,nasa_tlx_loop_MSe.ran,MSe.thisRepN,MSe.thisTrialN,MSe.thisN,MSe.thisIndex,MSe.ran,key_resp_SE.keys,key_resp_SE.corr,key_resp_SE.rt,space_perehod_SE.keys,space_perehod_SE.rt,sternberg_easy_loop.thisRepN,sternberg_easy_loop.thisTrialN,sternberg_easy_loop.thisN,sternberg_easy_loop.thisIndex,sternberg_easy_loop.ran,nasa_tlx_loop_Se.thisRepN,nasa_tlx_loop_Se.thisTrialN,nasa_tlx_loop_Se.thisN,nasa_tlx_loop_Se.thisIndex,nasa_tlx_loop_Se.ran,Se.thisRepN,Se.thisTrialN,Se.thisN,Se.thisIndex,Se.ran,resp_S_H_trials.keys,resp_S_H_trials.corr,resp_S_H_trials.rt,space_perehod_SH.keys,space_perehod_SH.rt,sternberg_hard_loop.thisRepN,sternberg_hard_loop.thisTrialN,sternberg_hard_loop.thisN,sternberg_hard_loop.thisIndex,sternberg_hard_loop.ran,nasa_tlx_loop_Sh.thisRepN,nasa_tlx_loop_Sh.thisTrialN,nasa_tlx_loop_Sh.thisN,nasa_tlx_loop_Sh.thisIndex,nasa_tlx_loop_Sh.ran,Sh.thisRepN,Sh.thisTrialN,Sh.thisN,Sh.thisIndex,Sh.ran,X,resp_MR_medium.keys,resp_MR_medium.corr,resp_MR_medium.rt,space_perehod_MRm.keys,space_perehod_MRm.rt,MR_medium_loop.thisRepN,MR_medium_loop.thisTrialN,MR_medium_loop.thisN,MR_medium_loop.thisIndex,MR_medium_loop.ran,nasa_tlx_loop_MRm.thisRepN,nasa_tlx_loop_MRm.thisTrialN,nasa_tlx_loop_MRm.thisN,nasa_tlx_loop_MRm.thisIndex,nasa_tlx_loop_MRm.ran,MRm.thisRepN,MRm.thisTrialN,MRm.thisN,MRm.thisIndex,MRm.ran,resp_MR_hard.keys,resp_MR_hard.corr,resp_MR_hard.rt,space_perehod_MRh.keys,space_perehod_MRh.rt,MR_hard_loop.thisRepN,MR_hard_loop.thisTrialN,MR_hard_loop.thisN,MR_hard_loop.thisIndex,MR_hard_loop.ran,nasa_tlx_loop_MRh.thisRepN,nasa_tlx_loop_MRh.thisTrialN,nasa_tlx_loop_MRh.thisN,nasa_tlx_loop_MRh.thisIndex,nasa_tlx_loop_MRh.ran,MRh.thisRepN,MRh.thisTrialN,MRh.thisN,MRh.thisIndex,MRh.ran,key_resp_end.keys,key_resp_end.rt
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental_rotation,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4,0]",right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_45.png,45,right,1,3.1012,space,0.3025,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental_rotation,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4,0]",right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,315,right,1,2.6547,space,0.236,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental_rotation,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4,0]",right,images/base/13_a.png,images/combined/13_a_x_0_y_0_z_315.png,315,right,1,1.7949,space,0.2521,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental_rotation,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4,0]",left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,45,left,1,36.5581,space,0.2684,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental_rotation,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.4,0]",right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_315.png,315,right,1,2.3959,space,0.899,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental_rotation,1,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.4,0]",right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,45,right,1,1.618,space,0.586,15,0,15,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7481486,,,,,,Умственная нагрузка,"Как много умственных усилий, как вам показалось на первый взгляд, требовалось для выполнения задания?",Низкая,Высокая,,,,,,,,mental_rotation,1,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.992592706,,,,,,Физическая нагрузка,"Как много физических усилий, как вам показалось на первый взгляд, пришлось приложить для выполнения задания?",Низкая,Высокая,,,,,,,,mental_rotation,1,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.859259146,,,,,,Давление времени,"Нужно было торопиться, чтобы выполнить задание, или можно было работать в своём темпе?",Слабое,Сильное,,,,,,,,mental_rotation,1,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.60740718,,,,,,Успешность выполнения,"Как вы думаете, насколько успешно было выполнено задание?",Совсем не выполнено,Полностью выполнено,,,,,,,,mental_rotation,1,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06666678,,,,,,Усилия,Сколько усилий на самом деле вы приложили для выполнения задания?,Мало,Много,,,,,,,,mental_rotation,1,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.37037037,,,,,,Уровень фрустрации,Насколько напряженным и раздражающим было задание?,Низкий,Высокий,,,,,,,,mental_rotation,1,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Д"",""С"",""Т"",""Б"",""Х"",""Ж"",""М"",""Й""]",0,З,left,1,4.5782,space,0.4968,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ц"",""Й"",""К"",""М"",""С"",""Г"",""Ч"",""Б""]",1,М,right,1,3.0618,space,0.3356,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Д"",""Х"",""П"",""Ж"",""Н"",""Л"",""С"",""Щ""]",0,К,left,1,1.4592,space,0.236,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""К"",""П"",""Х"",""Й"",""Г"",""С"",""Л"",""Ч""]",1,П,right,1,1.7149,space,0.9017,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ш"",""Б"",""Х"",""С"",""Д"",""З"",""Н"",""Г""]",0,К,left,1,2.1006,space,0.2504,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Т"",""Ц"",""Ч"",""Н"",""Р"",""Й"",""Ш"",""Б""]",0,Ж,left,1,1.5516,space,0.2981,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""М"",""З"",""Г"",""Д"",""Т"",""Н"",""С"",""Ч""]",0,В,left,1,1.9544,space,0.2948,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Х"",""Д"",""Ф"",""В"",""Б"",""М"",""Р"",""Й""]",0,Ш,left,1,1.5799,space,0.2361,7,0,7,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Т"",""Ц"",""Д"",""Х"",""Ж"",""З"",""Щ"",""Б""]",1,Ж,right,1,2.3233,space,0.3361,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ш"",""Ц"",""Т"",""П"",""Р"",""Ж"",""М"",""Х""]",1,М,right,1,1.3667,space,0.3495,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""М"",""З"",""В"",""Ж"",""Щ"",""Ф"",""Д"",""Т""]",0,К,left,1,1.3435,space,0.2522,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Д"",""Ц"",""Ф"",""Щ"",""М"",""Г"",""Л"",""Т""]",1,Г,right,1,1.6571,space,0.2782,11,0,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ш"",""Х"",""В"",""Ж"",""Щ"",""Г"",""Л"",""Й""]",0,Р,left,1,1.1841,space,0.1961,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Д"",""Т"",""Ц"",""Н"",""Х"",""В"",""Ч"",""Щ""]",1,Ч,right,1,1.2842,space,0.2823,13,0,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,005SSDR,2022-05-31_20h43.50.910,entire_exp,2022.1.1,Win32,60.03121623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sternberg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ц"",""Х"",""Ф"",""Р"",""Ш"",""Ч"",""Ж"",""Т""]",1,Т,left,0,1.5835,space,0.299,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
